id	name	code1	code2	завод	закуп1	закуп2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	price5	price5_name	price6	price6_name	price7	price7_name	price8	price8_name	lk1	lk2	lk3	lk4	cat	cat2	url	path	ord	code3		img_path	img1	img2	img3	img4	img5	prim	prim2	par1	text1	par2	text2	par3	text3	w	h	l	m	desc	Comment
101	Вал коленчатый 740 Евро-0, старого образца, двиг. 740.10, 7403	740-1005008					-	стандарт P0, под заказ	163 270	замена на <a href='/dvigatel_zapchasti/catalog/kolenvaly/kolenval-kamaz-740.13-2x-evro-0-novogo-obraztsa-dvig.-740-7403-740.9__740.13-1005008-20.html'>нов.образца - <b>новый, стандарт P0</b>, 740.13-1005008-20 новый</a>			93 000	б\у Р0, подберем проверенный, расточенный							-		740.13-1005008-20	740.13-1005008	740-1000650	740.21-1002012-20	Валы коленчатые	Завод	kolenval-kamaz-740-evro-0-dvig-740-10-7403__740-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.1005008_1.jpg	740.1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-4310, -5320, -5410. Урал 4320, Лиаз	двигатели: 740.10, 7403, 7408							0.25	0.25	0.8	76	Коленвал 740 применяется на технику до 1998 года выпуска. 	
105	Вал коленчатый 740.13-2x Евро-0, нового образца, двиг. 740, 7403, 740.9	740.13-1005008-20	142				163 270	<b>новый, стандарт P0</b>, 740.13-1005008-20					93 000	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый	98 000	кор. Р0, шат. Р1 / 740.13-1005008-22, под заказ	96 000	кор. Р1, шат. Р0 / 740.13-1005008-23, под заказ	-		740-1005008	740-1000650			Валы коленчатые	Завод	kolenval-kamaz-740.13-2x-evro-0-novogo-obraztsa-dvig.-740-7403-740.9__740.13-1005008-20	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.13-1005008-20_1.jpg		740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-4310, -5320, -5410. Урал 4320, Лиаз	двигатели: 740.10, 7403, 7408							0.25	0.25	0.8	76	Коленвал 740 применяется на технику до 1998 года выпуска. 	
109	Вал коленчатый 740.13 Евро-1, двиг. 740.11, 740.13	740.13-1005008					162 270	<b>новый, стандарт P0</b>, 740.13-1005008					93 000	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый	98 000	кор. Р0, шат. Р1 / 740.13-1005008-02, под заказ	96 000	кор. Р1, шат. Р0 / 740.13-1005008-03	-		740.21-1002012	740.30-1003010	337.1111005-40	740.13-1000128	Валы коленчатые	Завод	kolenval-kamaz-740.13-evro-1-dvig.-740.11-740.13__740.13-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.13-1005008_1.jpg		740.XX-1005008_1.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-5320, -5410, -5511, -53212 и другие	двигатели Евро-1: 740.11-240 и 740.13-260					Зубьев шестерни привода масляного насоса	64	0.25	0.25	0.8	76	Поставляется в сборе с шестерней на 64 зуба и противовесами, без вкладышей.  Коленвал Евро-1 применяется на технику КамАЗ до 2004 года выпуска.	
113	Вал коленчатый 740.13-1x Евро-2, двиг. 740.31 с КПП 142	740.13-1005008-10					161 270	<b>новый, стандарт P0</b>, 740.13-1005008-10					93 000	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый	98 000	кор. Р0, шат. Р1 / 740.13-1005008-12, под заказ	96 000	кор. Р1, шат. Р0 / 740.13-1005008-13, под заказ	-						Валы коленчатые	Завод	kolenval-kamaz-740-13-1x-evro-2-dvig-740-31-s-kpp-142__740-13-1005008-10	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.13-1005008-10_1.jpg		740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-5320, -5410, -5511, -53212 и другие	двигатели: 740.31-240 в комплекте с 142 КПП, 14 сцеплением							0.25	0.25	0.8	76	Отличается противовесом, ввёртышем и шестерней привода масляного насоса. 	
117	Вал коленчатый 740.30 Евро-2, двиг.740.30 с КПП ZF	740.30-1005008		122	118,67	178915	162 650	<b>новый, под заказ, стандарт P0, демонтаж с нового сборочного</b>, 740.30-1005008	152 000	P0, автобусный, 740.30-1005008-10, под заказ			93 000	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый	98 000	кор. Р0, шат. Р1 / 740.30-1005008-02, под заказ	96 000	кор. Р1, шат. Р0 / 740.30-1005008-03, под заказ	-						Валы коленчатые	Завод	kolenval-kamaz-740.30-evro-2-dvig.740.30-740.31-s-kpp-zf__740.30-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.30-1005008_3.png	740.30-1005008_1.jpg	740.30-1005008_2.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-43118	двигатели: 740.30							0.25	0.25	0.8	76	Коленвал применяется на технику КамАЗ до 2008 года выпуска.	
121	Вал коленчатый 740.50,-51,-55 Евро-2, двиг. 740.50, 740.51, 740.35, 740.37	740.55(50)-1005008	740.55-1005008	123,3	140, 67		165 700	<b>новый в наличии, P0</b>, 740.55-1005008, ТВЧ	-	740.50-1005008 азотиров. замена на 740.55	127 000	Турция, закалка азот., под заказ	93 000	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый		кор. Р0, шат. Р1 / 740.50-1005008-02, под заказ		кор. Р1, шат. Р0 / 740.50-1005008-03, под заказ	-						Валы коленчатые	Завод	kolenval-kamaz-740.50-51-55-evro-2-dvig.-740.50-51-35-37__740.50-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.50-1005008_1.jpg	740.50-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-6520, -65111 (до 2009)	двигатели: 740.50-360, 740.51-320							0.25	0.25	0.8	76	Заменен на 740.55-1005008. Коленвал Евро-2 740.50/51 применяется на технику КамАЗ до 2009 года выпуска.  	с ходом поршня 130 мм
125	Вал коленчатый 740.62 Евро-3, двиг.740.60-64	740.62-1005008		158		163047,6	175 320	<b>новый, стандарт P0</b>, 740.62-1005008, в наличии					98 600	б\у Р0, подберем проверенный		б\у Р0,25/0.25 межремонтый	95 600	новый, кор. Р0, шат. Р1 / 740.62-1005008-02, под заказ	93 300	новый, кор. Р1, шат. Р0 / 740.62-1005008-03, в наличии	-		740.63-1005008				Валы коленчатые	Завод	kolenval-kamaz-740.62-evro-3-dvig.740.60-64-51__740.62-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.62-1005008_1.jpg	740.62-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-6520, -6460, -65116 (до 2012)	двигатели: Евро-3: 740.60-360, 740.61-320, 740.62-280, 740.63-400							0.25	0.25	0.8	76	Коленвал Евро-3 740.62 применяется на технику КамАЗ до 2012 года выпуска.	
129	Вал коленчатый 740.63 Евро-3, азотированный, двиг.740.62, 740.60, 740.61, 740.63, 740.37	740.63-1005008					189 000	<b>новый, стандарт P0</b>, 740.63-1005008, под заказ										кор. Р0, шат. Р1 / 740.63-1005008-02	93 300	кор. Р1, шат. Р0 / 740.63-1005008-03	-						Валы коленчатые	Завод	kolenval-kamaz-740.63-evro-3-azotirovannyj-dvig.740.62-60-61-63__740.63-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.63-1005008_1.jpg	740.63-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-6460, 6520, 6522 и другие	двигатели 740.62-280, 740.60-320, 740.61-320, 740.63-400, 740.37-400							0.25	0.25	0.8	76	Заменен на 740.71-1005008	
1311	Вал коленчатый 740.65 Евро-3, азотированный, двиг.740.65	740.65-1005008					под заказ	<b>новый, стандарт P0</b>, 740.65-1005008, под заказ										кор. Р0, шат. Р1 / 740.63-1005008-02	93 300	кор. Р1, шат. Р0 / 740.63-1005008-03							Валы коленчатые	Завод	kolenval-kamaz-740.65-evro-3-azotirovannyj-dvig.740.65__740.65-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.63-1005008_1.jpg	740.63-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-6460, 6520, 6522 и другие	двигатели 740.65							0.25	0.25	0.8	76	ЗАКАЛКА ТВЧ, Коленвал Евро-3 740.65 для редкой модели двигателя, под 142 сцепление	
133	Вал коленчатый 740.70 Евро-3, ГОЛЫЙ, двиг. до 320 л.с	740.70-1005020					208 000	<b>новый, стандарт P0</b> , в сборе артикул - 740.71-1005008		<a href='/dvigatel_zapchasti/catalog/kolenvaly/kolenval-kamaz-740.70-evro-3-golyj-dvig.-do-320-l.s__740.70-1005020.html'>Евро-2 замена на 740.55</a>	189 000	<a href='/dvigatel_zapchasti/catalog/kolenvaly/kolenval-kamaz-740.62-evro-3-dvig.740.60-64-51__740.62-1005008.html'>Евро-3 - замена на 740.62</a>	212 550	<a href='/dvigatel_zapchasti/catalog/kolenvaly/kolenval-kamaz-820.70-evro-4-dvig.-820.60-820.61-740.6xx-s-common-rail.html'>Евро-4-5 Коммон-рейл - замена на 820.70</a>				кор. Р0, шат. Р1 / 740.70-1005020-02	93 300	кор. Р1, шат. Р0 / 740.70-1005020-03	-						Валы коленчатые	Завод	kolenval-kamaz-740.70-evro-3-golyj-dvig.-do-320-l.s__740.70-1005020	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.70-1005020_1.jpg	740.70-1005020_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-6460, 6520, 6522 и другие	двигатели до 320 л.с							0.25	0.25	0.8	76	ЗАКАЛКА ТВЧ, Коленвал Евро-3 740.65 для редкой модели двигателя, под 142 сцепление	
137	Вал коленчатый 740.71 Евро-4, азотированный, двиг. 740.70, 740.71, 740.73-75, 740.632	740.71-1005008					208 000	<b>новый, стандарт P0</b>  под заказ	-	Стандарт, 740.71-1005020		Турция						кор. Р0, шат. Р1 / 740.71-1005008-02	93 300	кор. Р1, шат. Р0 / 740.71-1005008-03	-		740.62-1005008	740.63-1005008			Валы коленчатые	Завод	kolenval-kamaz-740.71-evro-4-dvig-740.70-71-73-75__740.71-1005008	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	740.71-1005008_1.jpg	740.71-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka2.png	kolenvaly-sklad.jpg	КамАЗ-6460, 6520, 6522 и другие	двигатели: 740.70, 740.71, 740.73, 740.74, 740.75, 740.632-400 л/с,	Крепление маховика	10 отв. М16	Кривошип	65 мм			0.25	0.25	0.8	76	Азотированный + ТВЧ, подходит (взаимозаменяем) для всей линейки моторов Ееро-4 > 360 л	Вал 740.71-1005008  состоит из вала 740.70-1005020 плюс противовесы, шестерни.  
141	Вал коленчатый 820.70 Евро-4, двиг. 820.60, 820.61, 740.6xx с Common Rail	820.70-1005008		172		197671,5	212 550	<b>новый, стандарт P0</b>, стандарт P0, 820.70-1005008					98 600	б\у Р0, подберем проверенный, расточенный		б\у Р0,25/0.25 межремонтый		кор. Р0, шат. Р1 / 820.70-1005008-02		кор. Р1, шат. Р0 / 820.70-1005008-03	-		740.62-1005008	740.63-1005008			Валы коленчатые	Завод	kolenval-kamaz-820.70-evro-4-dvig.-820.60-820.61-740.6xx-s-common-rail	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	820.70-1005008_1.jpg	820.70-1005008_2.jpg	740.XX-1005008_1.jpg	kolenvaly-upakovka.png	kolenvaly-sklad.jpg	КамАЗ-5297	двиг. 820.60, 820.61, 740.622, 740.652, 740.662, 740.602 с Common Rail мощностью до 360 л.с., с датчиком положения коленвала 							0.25	0.25	0.8	76	ЗАКАЛКА ТВЧ	
145	Вал коленчатый мерседес OM457 Euro 4,5 	A457.030.0401					под заказ	новый, MB, под заказ																			Валы коленчатые	Импорт	val-kolenchatyj-mersedes-om457-euro-4-na-kamaz__a457.030.0401	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	A457.030.0401_1.jpg					КамАЗ-5490, КамАЗ-65207-01-S5, Кировец К-744Р3, MB Truck Axor 2002-2004	двигатели: Daimler OML475					диаметр шатунной шейки	94мм	0.31	0.37	1.15	121	Коленвал MB OM457 HLA/LA Euro 4/5 интегрированные противовесы	
147	Вал коленчатый Cummins 4ISBE, 4ISDE, QSB V=4.5, B Series	C5370755	3968176, 3968177, 3974539, 3974634, 5289840, 5289839, 5370755				91 250	<b>новый</b>		ремонтный, под заказ													4934862, 4934861				Валы коленчатые	Импорт	kolenval-cummins-4isbe-4isde-v4.5-na-kamaz__3968177	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/cummins/	3968176_1.jpg	cummins_4isbe_4isde_5370755_1.jpg	cummins_4isbe_4isde_5370755_2.jpg			КамАЗ, ПАЗ	двигатели: Cummins 4ISBE, 4ISDE V=4.5	Диаметр шатунной шейки коленчатого вала	68.962/69.013 мм	Диаметр коренной шейки коленчатого вала	82.962/83.013 мм			0.25	0.25	0.8	50		
149	Вал коленчатый Cummins 6ISBe	4934862, 4934861						под заказ		ремонтный, под заказ													C5370755				Валы коленчатые	Импорт	kolenval-cummins-6isbe-na-kamaz__4934862-4934861	/dvigatel_zapchasti/catalog/kolenvaly/				/dvigatel_zapchasti/img/kolenvaly/	4934862_1.jpg	4934862_2.jpg				КамАЗ, ПАЗ	двигатели: Cummins 6ISBe							0.25	0.25	0.8	50		
152	Вал коленчатый Cummins 6ISBe	C3965012	3965010/3965009/3965011/3965012 																																																		
																																																					
301	Вкладыши шатунные (ДЗВ)	7405.1000104					нет	Р0	нет	Р01	нет	Р06-P07	нет	Р02	нет	Р3	нет	Р4	нет	Р5							Запчасти двигателя		vkladyshi-shatunnye-dzv__7405-1000104	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	7405.1000104_1.jpg	7405.1000104_2.jpg					двигатели КамАЗ 740												
303	Вкладыши коренные (ДЗВ)	7405.1000102					нет	Р0	нет	Р01	нет	Р06-P07	нет	Р02	нет	Р3	нет	Р4	нет	Р5							Запчасти двигателя		vkladyshi-korennye-dzv__7405-1000102	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	7405.1000102_1.jpg						двигатели КамАЗ 740												
305	Кольца поршневые КамАЗ Евро-0, черно-белые, двиг.740, 7403	740-1000106-01					нет	Федерал могул, комплект																			Поршневая группа		kolca-porshnevye-kamaz-evro-0-cherno-belye-dvig-7403__740-1000106-01	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740-1000106-01_1.jpg					КамАЗ, Урал, ЗИЛ, МАЗ, ЛАЗ, ПАЗ	двигатели 740.10 ,740.20 ,7403.10							0.14	0.14	0.14	0.9		
307	Кольца поршневые КамАЗ Евро-1, черно-белые	740.13-1000106					нет	Федерал могул, комплект															740.13-1000128	740.13-1005008			Поршневая группа		kolca-porshnevye-kamaz-evro-1-cherno-belye__740-13-1000106	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.13-1000106_1.jpg					КамАЗ, Урал, ЗИЛ, МАЗ, ЛАЗ, ПАЗ	двигатели 740.11 ,740.13 ,740.30 ,740.31 ,740.51-740.55 ,740.60-740.65	Ширина маслосъёмного кольца	4мм	Диаметр	120мм			0.14	0.14	0.14	0.9		
309	Кольца поршневые КамАЗ Евро-2, черно-белые	740.30-1000106					нет	Федерал могул, комплект																			Поршневая группа		kolca-porshnevye-kamaz-evro-2-cherno-belye__740-30-1000106	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.30-1000106_1.jpg					КамАЗ, Урал, ЗИЛ, МАЗ, ЛАЗ, ПАЗ	двигатели 740.30-260, 740.31-260 Евро II, 740.51-320, 740.50-360, 740.35-400												
311	Кольца поршневые КамАЗ Евро-3, двиг.740.60-740.63	740.60-1000106-02					31 680	Федерал могул, комплект, черно-белые	12 600	КМЗ, черно-белые																	Поршневая группа		kolca-porshnevye-kamaz-evro-3-dvig-740-60-61-62-63__740-60-1000106-02	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.60-1000106-02_1.jpg					КамАЗ, Урал, ЗИЛ, МАЗ, ЛАЗ, ПАЗ	двигатели 740.60-360, 740.61-320, 740.62-280, 740.63-400, 740.64-420	Ширина маслосъёмного кольца	3мм										
																																																					
315	Комплект поршневой группы ЦПГ Евро-0	740.1000128				3450	5 450	Федерал Могул, нет в наличии	4 760	КМЗ, нет в наличии													740-1000106-01	7405.1000104	740.1004045		Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-0-740-1000128	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.1000128_1.jpg						двигатели 740.10, 740.20, 7403.10											ЦПГ КамАЗ (Federal Mogul). В комплекте:Гильза, палец, поршень, кольца.	
317	Комплект поршневой группы ЦПГ Евро-1	740.13-1000128					9 200	Федерал Могул, нет в наличии															740.13-1000106	7405.1000104			Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-1-740-13-1000128	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.13-1000128_1.jpg						двигатели 740.11-240, 740.14-300, 740.13-260											ЦПГ производства «Мотордеталь» (Кострома). В комплекте: гильза, палец, поршень, кольца.	
319	Комплект поршневой группы ЦПГ Евро-2	740.30-1000128			8300		9 265	Федерал Могул, нет в наличии															740.30-1000106	7405.1000104			Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-2-740-30-1000128	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.30-1000128_1.jpg						двигатели 740.30-260, 740.31-260 Евро II, 740.51-320, 740.50-360, 740.35-400												
321	Комплект поршневой группы ЦПГ Евро-3-4	740.60-1000128			8700		9 865	10 группа, Федерал Могул, 740.60-1000128-05/07, нет в наличии	9 865	40 группа, Федерал Могул, 740.60-1000128-04/08, нет в наличии													740.60-1000106-02	7405.1000104			Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-3-evro-3-740-60-1000128	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.60-1000128_1.jpg	740.60-1000128_2.jpg					двигатели 740.60-360, 740.61-320, 740.62-280, 740.63-400, 740.64-420												
323	Комплект поршневой группы ЦПГ Евро-4	740.602-1000128-01			10450		11 750	Федерал Могул, нет в наличии																			Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-4-740-602-1000128-01	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.602-1000128-01_1.jpg						двигатели 740.622, 740.662, 740.73, 740.74 С COMMON RAIL											Гильза с подрезанным поршнем (10ГР) ЕВРО-4, 5	
325	Комплект поршневой группы ЦПГ Евро-5	820.60-1000128-02					под заказ	Федерал Могул, нет в наличии																			Поршневая группа		komplekt-porshnevoj-gruppy-cpg-evro-5-820-60-1000128-02	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	820.60-1000128-02_1.jpg						двигатели 820.60, 820.61, 820.72, 820.73 газовые											Гильза с подрезанным поршнем 	
																																																					
509	Шатун КамАЗ	740.1004045			7413		17 962	740-1004045, под заказ															6ISBe-4898808	7405.1000104	740.13-1005008	7405.1000102	Поршневая группа		shatun-kamaz_740-1004045	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	740.1004045_1.jpg	740.1004045_2.jpg				КамАЗ 55111, 6520, 5320, 5511, 4310, 53215 и другие	740 евро											Подходит на большинство моделей двигателей КамАЗ	
511	Шатун Cummins 4ISBe, 6ISBe, 6ISDe	6ISBe-4898808					5 810	новый															740.1004045	4891252	C5370755	4934862, 4934861	Поршневая группа		shatun-cummins-4isbe-6isbe-6isde-6isbe_4898808	/dvigatel_zapchasti/catalog/cpg/				/dvigatel_zapchasti/img/cpg/	6ISBe-4898808_1.jpg	6ISBe-4898808_2.jpg																	
																																																					
339	Насос водяной КамАЗ Евро-0	740-1307010-02			8006		10 660	завод, новый, под заказ																			Насос водяной		nasos-vodyanoj-kamaz-evro-0-740-1307010-02	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740-1307010-02_1.jpg	740-1307010-02_2.jpg					двигатели 740.10, 740.20, 7403.10											Помпа для перекачки жидкостей различных типов.	
341	Насос водяной КамАЗ Евро-1	740.13-1307010		11156			13 580	завод, новый																			Насос водяной		nasos-vodyanoj-kamaz-evro-1-740-13-1307010	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740.13-1307010_1.jpg	740.13-1307010_2.jpg				КамАЗ-6540, -53228, -65111, -43261, 740.13-260 (Евро-1)	двигатели 740.11-240, 740.14-300, 740.13-260												
343	Насос водяной КамАЗ Евро-2	740.50-1307010		6500			8 550	завод, новый																			Насос водяной		nasos-vodyanoj-kamaz-evro-2-740-50-1307010	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740.50-1307010_1.jpg	740.50-1307010_2.jpg				КамАЗ-6520, 6522, 43261	двигатели 740.30-260, 740.31-260 Евро II, 740.51-320, 740.50-360, 740.35-400												
345	Насос водяной КамАЗ Евро-3	740.63-1307010					11 960	завод, новый	3 420	завод, серия эконом																	Насос водяной		nasos-vodyanoj-kamaz-evro-3-740-63-1307010	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740.63-1307010_1.jpg						двигатели 740.60-360, 740.61-320, 740.62-280, 740.63-400											со шкивом	
347	Насос водяной на CUMMINS ISBe, ISDe	4891252					5 850	LUZAR, новый																			Насос водяной		nasos-vodyanoj-na-cummins-isbe-isde-4891252	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	4891252_1.jpg	4891252_2.jpg					двигатель серии ISBe (ISDe) 185-300 (евро 2, евро 3)												
																																																					
351	Насос масляный КамАЗ 	740-1011014-30					13 900	завод, новый, под заказ															740.11-1011014-02	740.21-1011014-02			Насос масляный		nasos-maslyanyj-kamaz-740-1011014-30	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740-1011014-30_1.jpg					КамАЗ 4310, 43114, 43118	двигатели: 740.10, 7403.10 евро 740.13											Насосы отличаются для каждой модели двигателя в системе охлаждения.	
353	Насос масляный КамАЗ Евро	740.11-1011014-02					12 160	завод, новый, без шестерни, под заказ															740.21-1011014-02	740-1011014-30			Насос масляный		nasos-maslyanyj-kamaz-evro-740-11-1011014-02	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740.11-1011014-02_1.jpg	740.11-1011014-02_2.jpg																	
355	Насос масляный КамАЗ Евро-3	740.21-1011014-02					13 500	завод, новый, без шестерни, под заказ															740-1011014-30	740.11-1011014-02			Насос масляный		nasos-maslyanyj-kamaz-evro-3-740-21-1011014-02	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/	740.21-1011014-02_1.jpg																		
																																																					
401	Турбокомпрессор КамАЗ Евро-1 ТКР-7Н1 левый/правый	7403-1118010/08			7500		23 200	новый, под заказ	9 750	восстановленный, гарантия 6 мес.													334.1111005				Турбокомпрессоры		turbokompressor-kamaz-evro-1-tkr-7n1-levyj_7403-1118010	/dvigatel_zapchasti/catalog/turbik/		7403-1118008, 7403-1118010		/dvigatel_zapchasti/img/turbik/	7403-1118010_1.jpg	7403-1118010_2.jpg				КамАЗ 53212, 54112	двигатели Евро-1 КамАЗ 740.11 (240 л.с.) и КамАЗ 740.13 (260.л.с.), КамАЗ 7403.010							0.25	0.22	0.26	9,7	одноступенчатый, без промежуточного охлаждения. Служит для повышения мощности двигателя. 	
405	Турбокомпрессор КамАЗ Евро-1 (Чехия)	К-27-115-01/02			10500	33600	34 200	новый, оригинал (куплен на заводе), в наличии 2 пары	13 500	восстановленный, гарантия 6 мес.													7403-1118010/08				Турбокомпрессоры		turbokompressor-kamaz-evro-1-chekhiya_k-27-115-01-02	/dvigatel_zapchasti/catalog/turbik/				/dvigatel_zapchasti/img/turbik/	k-27-115-01_02_1.jpg	k-27-115-01_02_2.jpg												0.25	0.22	0.26	9,7	К27-115 имеет конструкцию, аналогичную ТКР 7С-9, и по установочным и присоединительным размерам он унифицирован с ТКР 7С-9.	
407	Турбокомпрессор КамАЗ Евро-2 (Чехия)	К-27-145-01/02			10500		42 700	новый, оригинал, под заказ	13 700	восстановленный, гарантия 6 мес.																	Турбокомпрессоры		turbokompressor-kamaz-evro-2-chekhiya_k-27-145-01-02	/dvigatel_zapchasti/catalog/turbik/				/dvigatel_zapchasti/img/turbik/	k-27-115-01_02_3.jpg	k-27-115-01_02_2.jpg					двигатели 740.11-240, 740.30-260, 740.31-240, 740.50, 740.51, 740.60-360, 740.61-320, 740.62-280, 740.63-400, 43261							0.25	0.22	0.26	9,7		
409	Турбокомпрессор Schwitzer на КамАЗ Евро-1 / Borg Warner	S2B-317809/10					36 582	новый, под заказ, под заказ	18 500	восстановленный, гарантия 6 мес.													К-27-115-01/02				Турбокомпрессоры		turbokompressor-schwitzer-na-kamaz-evro-1_s2b-317809-10	/dvigatel_zapchasti/catalog/turbik/				/dvigatel_zapchasti/img/turbik/	S2B-317809_10_1.jpg	S2B-317809_10_2.jpg					двигатели Евро-1: 740.11-240 и 740.13-260							0.25	0.22	0.26	9,7	Borg Warner. Аналог отечественной турбины ТКР 7С-9.  	
411	Турбокомпрессор Schwitzer на КамАЗ Евро-2 / Borg Warner	S2B-314448/50			10500		52 874	новый, под заказ, под заказ	16 000	восстановленный, гарантия 6 мес.													7406-1118012 (13)				Турбокомпрессоры		turbokompressor-schwitzer-na-kamaz-evro-2__s2b-314448-50	/dvigatel_zapchasti/catalog/turbik/		S2B-314450		/dvigatel_zapchasti/img/turbik/	S2B-314448_50_1.jpg	S2B-314448_50_2.jpg					двигатели 740.11-240, 740.30-260, 740.31-240, 740.50, 740.51, 740.60-360, 740.61-320, 740.62-280, 740.63-400, 43261							0.25	0.22	0.26	9,7	 Borg Warner 	
413	Турбокомпрессор Schwitzer на КамАЗ Евро-3 / Borg Warner	S2B-12749700003/04			12000		52 874	новый, под заказ, под заказ	16 800	восстановленный, гарантия 6 мес.																	Турбокомпрессоры		turbokompressor-schwitzer-na-kamaz-evro-3__s2b-12749700003-04	/dvigatel_zapchasti/catalog/turbik/		S2B-12749700003, S2B-12749700004		/dvigatel_zapchasti/img/turbik/	S2B-12749700003_04_1.jpg	S2B-12749700003_04_2.jpg												0.25	0.22	0.26	9,7	 Borg Warner 	
414	Турбокомпрессор S300G Schwitzer на КамАЗ Евро-4 / Borg Warner	13809700027/3785076					98 700	новый, под заказ, под заказ																																	на Камаз, 13809880027 / 13809700027 (OEM 13809980027), 11.8л 740.622 Common Rail Евро4, 280 л.с.							0.25	0.22	0.26	9,7	замена 3787729 Нolset HE400WG ID21 3785076, 3787729 (АНАЛОГ 13809700027 S300G)	
